TIP_105;USO1;TIPOLOG1;TIPOLOG2;CATEGORIA;CATEGOR2;COEF
0331A;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;1;1;4.425
0331B;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;1;2;3.835
0331C;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;1;3;3.3925
03311;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;1;4;2.95
03312;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;2;5;2.65
03313;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;3;6;2.35
03314;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;4;7;2.1
03315;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;5;8;1.9
03316;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;6;9;1.7
03317;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;7;10;1.5
03318;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;8;11;1.35
03319;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO EXCLUSIVO;9;12;1.2
0332;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;4;7;1.9
0332A;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;1;1;3.975
0332B;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;1;2;3.445
0332C;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;1;3;3.0475
03321;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;1;4;2.65
03322;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;2;5;2.35
03323;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;3;6;2.1
03324;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;4;7;1.9
03325;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;5;8;1.7
03326;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;6;9;1.5
03327;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;7;10;1.35
03328;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;8;11;1.2
03329;OFICINAS;BANCA Y SEGUROS;EN EDIFICIO MIXTO;9;12;1.05
0411;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;4;7;1.2
0411A;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;1;1;2.925
0411B;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;1;2;2.535
0411C;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;1;3;2.2425
04111;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;1;4;1.95
04112;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;2;5;1.6
04113;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;3;6;1.35
04114;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;4;7;1.2
04115;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;5;8;1.05
04116;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;6;9;0.95
04117;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;7;10;0.85
04118;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;8;11;0.75
04119;COMERCIAL;EN EDIFICIO MIXTO;LOCALES COMERCIALES Y TALLERES;9;12;0.65
0412;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;4;7;1.3
0412A;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;1;1;2.775
0412B;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;1;2;2.405
0412C;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;1;3;2.1275
04121;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;1;4;1.85
04122;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;2;5;1.65
04123;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;3;6;1.45
04124;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;4;7;1.3
04125;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;5;8;1.15
04126;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;6;9;1
04127;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;7;10;0.9
04128;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;8;11;0.8
04129;COMERCIAL;EN EDIFICIO MIXTO;GALERÍAS COMERCIALES;9;12;0.7
0421;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;4;7;1.6
0421A;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;1;1;3.75
0421B;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;1;2;3.25
0421C;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;1;3;2.875
04211;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;1;4;2.5
04212;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;2;5;2.15
04213;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;3;6;1.85
04214;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;4;7;1.6
04215;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;5;8;1.4
04216;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;6;9;1.25
04217;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;7;10;1.1
04218;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;8;11;1
04219;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN UNA PLANTA;9;12;0.85
0422;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;4;7;1.75
0422A;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;1;1;4.125
0422B;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;1;2;3.575
0422C;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;1;3;3.1625
04221;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;1;4;2.75
04222;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;2;5;2.35
04223;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;3;6;2
04224;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;4;7;1.75
04225;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;5;8;1.5
04226;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;6;9;1.35
04227;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;7;10;1.2
04228;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;8;11;1.05
04229;COMERCIAL;EN EDIFICIO EXCLUSIVO;EN VARIAS PLANTAS;9;12;0.9
0431;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;4;7;1.45
0431A;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;1;1;3
0431B;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;1;2;2.6
0431C;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;1;3;2.3
04311;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;1;4;2
04312;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;2;5;1.8
04313;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;3;6;1.6
04314;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;4;7;1.45
04315;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;5;8;1.3
04316;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;6;9;1.15
04317;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;7;10;1
04318;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;8;11;0.9
04319;COMERCIAL;MERCADOS Y SUPERMERCADOS;MERCADOS;9;12;0.8
0432;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;4;7;1.3
0432A;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;1;1;2.7
0432B;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;1;2;2.34
0432C;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;1;3;2.07
04321;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;1;4;1.8
04322;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;2;5;1.6
04323;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;3;6;1.45
04324;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;4;7;1.3
04325;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;5;8;1.15
04326;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;6;9;1
04327;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;7;10;0.9
04328;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;8;11;0.8
04329;COMERCIAL;MERCADOS Y SUPERMERCADOS;HIPERMERCADOS Y SUPERMERCADOS;9;12;0.7
0511;DEPORTES;CUBIERTOS;VARIOS;4;7;1.5
0511A;DEPORTES;CUBIERTOS;VARIOS;1;1;3.15
0511B;DEPORTES;CUBIERTOS;VARIOS;1;2;2.73
0511C;DEPORTES;CUBIERTOS;VARIOS;1;3;2.415
05111;DEPORTES;CUBIERTOS;VARIOS;1;4;2.1
05112;DEPORTES;CUBIERTOS;VARIOS;2;5;1.9
05113;DEPORTES;CUBIERTOS;VARIOS;3;6;1.7
05114;DEPORTES;CUBIERTOS;VARIOS;4;7;1.5
05115;DEPORTES;CUBIERTOS;VARIOS;5;8;1.3
05116;DEPORTES;CUBIERTOS;VARIOS;6;9;1.1
05117;DEPORTES;CUBIERTOS;VARIOS;7;10;0.9
05118;DEPORTES;CUBIERTOS;VARIOS;8;11;0.7
05119;DEPORTES;CUBIERTOS;VARIOS;9;12;0.5
0512;DEPORTES;CUBIERTOS;PISCINA;4;7;1.65
0512A;DEPORTES;CUBIERTOS;PISCINA;1;1;3.45
0512B;DEPORTES;CUBIERTOS;PISCINA;1;2;2.99
0512C;DEPORTES;CUBIERTOS;PISCINA;1;3;2.645
05121;DEPORTES;CUBIERTOS;PISCINA;1;4;2.3
05122;DEPORTES;CUBIERTOS;PISCINA;2;5;2.05
05123;DEPORTES;CUBIERTOS;PISCINA;3;6;1.85
05124;DEPORTES;CUBIERTOS;PISCINA;4;7;1.65
05125;DEPORTES;CUBIERTOS;PISCINA;5;8;1.45
05126;DEPORTES;CUBIERTOS;PISCINA;6;9;1.3
05127;DEPORTES;CUBIERTOS;PISCINA;7;10;1.15
05128;DEPORTES;CUBIERTOS;PISCINA;8;11;1
05129;DEPORTES;CUBIERTOS;PISCINA;9;12;0.9
0521;DEPORTES;DESCUBIERTOS;VARIOS;4;7;0.45
0521A;DEPORTES;DESCUBIERTOS;VARIOS;1;1;1.05
0521B;DEPORTES;DESCUBIERTOS;VARIOS;1;2;0.91
0521C;DEPORTES;DESCUBIERTOS;VARIOS;1;3;0.805
05211;DEPORTES;DESCUBIERTOS;VARIOS;1;4;0.7
05212;DEPORTES;DESCUBIERTOS;VARIOS;2;5;0.55
05213;DEPORTES;DESCUBIERTOS;VARIOS;3;6;0.5
05214;DEPORTES;DESCUBIERTOS;VARIOS;4;7;0.45
05215;DEPORTES;DESCUBIERTOS;VARIOS;5;8;0.35
05216;DEPORTES;DESCUBIERTOS;VARIOS;6;9;0.25
05217;DEPORTES;DESCUBIERTOS;VARIOS;7;10;0.2
05218;DEPORTES;DESCUBIERTOS;VARIOS;8;11;0.1
05219;DEPORTES;DESCUBIERTOS;VARIOS;9;12;0.05
0522;DEPORTES;DESCUBIERTOS;PISCINA;4;7;0.6
0522A;DEPORTES;DESCUBIERTOS;PISCINA;1;1;1.35
0522B;DEPORTES;DESCUBIERTOS;PISCINA;1;2;1.17
0522C;DEPORTES;DESCUBIERTOS;PISCINA;1;3;1.035
05221;DEPORTES;DESCUBIERTOS;PISCINA;1;4;0.9
05222;DEPORTES;DESCUBIERTOS;PISCINA;2;5;0.8
05223;DEPORTES;DESCUBIERTOS;PISCINA;3;6;0.7
05224;DEPORTES;DESCUBIERTOS;PISCINA;4;7;0.6
05225;DEPORTES;DESCUBIERTOS;PISCINA;5;8;0.5
05226;DEPORTES;DESCUBIERTOS;PISCINA;6;9;0.4
05227;DEPORTES;DESCUBIERTOS;PISCINA;7;10;0.35
05228;DEPORTES;DESCUBIERTOS;PISCINA;8;11;0.3
05229;DEPORTES;DESCUBIERTOS;PISCINA;9;12;0.25
0531;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;4;7;1.05
0531A;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;1;1;2.25
0531B;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;1;2;1.95
0531C;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;1;3;1.725
05311;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;1;4;1.5
05312;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;2;5;1.35
05313;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;3;6;1.2
05314;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;4;7;1.05
05315;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;5;8;0.9
05316;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;6;9;0.8
05317;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;7;10;0.7
05318;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;8;11;0.6
05319;DEPORTES;AUXILIARES;VESTUARIOS - DEPURADORAS - CALEFACCIÓN;9;12;0.5
0541;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;4;7;1.7
0541A;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;1;1;3.6
0541B;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;1;2;3.12
0541C;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;1;3;2.76
05411;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;1;4;2.4
05412;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;2;5;2.15
05413;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;3;6;1.9
05414;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;4;7;1.7
05415;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;5;8;1.5
05416;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;6;9;1.35
05417;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;7;10;1.2
05418;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;8;11;1.05
05419;DEPORTES;ESPECTACULOS DEPORTIVOS;ESTADIOS - PLAZAS DE TOROS;9;12;0.95
0542;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;4;7;1.55
0542A;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;1;1;3.3
0542B;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;1;2;2.86
0542C;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;1;3;2.53
05421;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;1;4;2.2
05422;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;2;5;1.95
05423;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;3;6;1.75
05424;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;4;7;1.55
05425;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;5;8;1.4
05426;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;6;9;1.25
05427;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;7;10;1.1
05428;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;8;11;1
05429;DEPORTES;ESPECTACULOS DEPORTIVOS;HIPÓDROMO - CANÓDROMO - VELÓDROMO;9;12;0.9
0611;ESPECTÁCULOS;VARIOS;CUBIERTOS;4;7;1.35
0611A;ESPECTÁCULOS;VARIOS;CUBIERTOS;1;1;2.85
0611B;ESPECTÁCULOS;VARIOS;CUBIERTOS;1;2;2.47
0611C;ESPECTÁCULOS;VARIOS;CUBIERTOS;1;3;2.185
06111;ESPECTÁCULOS;VARIOS;CUBIERTOS;1;4;1.9
06112;ESPECTÁCULOS;VARIOS;CUBIERTOS;2;5;1.7
06113;ESPECTÁCULOS;VARIOS;CUBIERTOS;3;6;1.5
06114;ESPECTÁCULOS;VARIOS;CUBIERTOS;4;7;1.35
06115;ESPECTÁCULOS;VARIOS;CUBIERTOS;5;8;1.2
06116;ESPECTÁCULOS;VARIOS;CUBIERTOS;6;9;1.05
06117;ESPECTÁCULOS;VARIOS;CUBIERTOS;7;10;0.95
06118;ESPECTÁCULOS;VARIOS;CUBIERTOS;8;11;0.85
06119;ESPECTÁCULOS;VARIOS;CUBIERTOS;9;12;0.75
0612;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;4;7;0.55
0612A;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;1;1;1.2
0612B;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;1;2;1.04
0612C;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;1;3;0.92
06121;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;1;4;0.8
06122;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;2;5;0.7
06123;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;3;6;0.6
06124;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;4;7;0.55
06125;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;5;8;0.5
06126;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;6;9;0.45
06127;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;7;10;0.4
06128;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;8;11;0.35
06129;ESPECTÁCULOS;VARIOS;DESCUBIERTOS;9;12;0.3
0621;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;4;7;1.9
0621A;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;1;1;3.975
0621B;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;1;2;3.445
0621C;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;1;3;3.0475
06211;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;1;4;2.65
06212;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;2;5;2.35
06213;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;3;6;2.1
06214;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;4;7;1.9
06215;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;5;8;1.7
06216;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;6;9;1.5
06217;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;7;10;1.35
06218;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;8;11;1.2
06219;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;EDIF EXCLUSIVO;9;12;1.05
0622;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;4;7;1.55
0622A;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;1;1;3.3
0622B;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;1;2;2.86
0622C;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;1;3;2.53
06221;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;1;4;2.2
06222;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;2;5;1.95
06223;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;3;6;1.75
06224;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;4;7;1.55
06225;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;5;8;1.4
06226;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;6;9;1.25
06227;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;7;10;1.1
06228;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;8;11;1
06229;ESPECTÁCULOS;BAR MUSICAL -  SALA de FIESTA - DISCOTECA;UNIDO A OTROS USOS;9;12;0.9
0631;ESPECTÁCULOS;CINES Y TEATROS;CINES;4;7;1.8
0631A;ESPECTÁCULOS;CINES Y TEATROS;CINES;1;1;3.825
0631B;ESPECTÁCULOS;CINES Y TEATROS;CINES;1;2;3.315
0631C;ESPECTÁCULOS;CINES Y TEATROS;CINES;1;3;2.9325
06311;ESPECTÁCULOS;CINES Y TEATROS;CINES;1;4;2.55
06312;ESPECTÁCULOS;CINES Y TEATROS;CINES;2;5;2.3
06313;ESPECTÁCULOS;CINES Y TEATROS;CINES;3;6;2.05
06314;ESPECTÁCULOS;CINES Y TEATROS;CINES;4;7;1.8
06315;ESPECTÁCULOS;CINES Y TEATROS;CINES;5;8;1.6
06316;ESPECTÁCULOS;CINES Y TEATROS;CINES;6;9;1.45
06317;ESPECTÁCULOS;CINES Y TEATROS;CINES;7;10;1.3
06318;ESPECTÁCULOS;CINES Y TEATROS;CINES;8;11;1.15
06319;ESPECTÁCULOS;CINES Y TEATROS;CINES;9;12;1
0632;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;4;7;1.9
0632A;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;1;1;4.05
0632B;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;1;2;3.51
0632C;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;1;3;3.105
06321;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;1;4;2.7
06322;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;2;5;2.4
06323;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;3;6;2.15
