TIP_105;USO1;TIPOLOG1;TIPOLOG2;CATEGORIA;CATEGOR2;COEF
09314;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;4;7;1.25
09315;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;5;8;1.1
09316;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;6;9;1
09317;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;7;10;0.9
09318;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;8;11;0.8
09319;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;9;12;0.7
0932;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;4;7;2
0932A;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;1;4.35
0932B;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;2;3.77
0932C;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;3;3.335
09321;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;4;2.9
09322;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;2;5;2.6
09323;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;3;6;2.3
09324;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;4;7;2
09325;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;5;8;1.8
09326;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;6;9;1.6
09327;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;7;10;1.4
09328;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;8;11;1.2
09329;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;9;12;1.05
1011;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;4;7;2
1011A;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;1;4.35
1011B;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;2;3.77
1011C;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;3;3.335
10111;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;4;2.9
10112;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;2;5;2.6
10113;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;3;6;2.3
10114;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;4;7;2
10115;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;5;8;1.8
10116;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;6;9;1.6
10117;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;7;10;1.4
10118;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;8;11;1.2
10119;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;9;12;1.05
1012;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;4;7;1.65
1012A;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;1;3.45
1012B;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;2;2.99
1012C;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;3;2.645
10121;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;4;2.3
10122;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;2;5;2.05
10123;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;3;6;1.85
10124;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;4;7;1.65
10125;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;5;8;1.45
10126;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;6;9;1.3
10127;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;7;10;1.15
10128;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;8;11;1
10129;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;9;12;0.9
1021;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;4;7;1.6
1021A;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;1;3.825
1021B;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;2;3.315
1021C;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;3;2.9325
10211;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;4;2.55
10212;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;2;5;2.2
10213;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;3;6;1.85
10214;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;4;7;1.6
10215;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;5;8;1.3
10216;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;6;9;1.15
10217;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;7;10;1
10218;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;8;11;0.9
10219;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;9;12;0.8
1022;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;4;7;1.75
1022A;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;1;4.125
1022B;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;2;3.575
1022C;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;3;3.1625
10221;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;4;2.75
10222;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;2;5;2.35
10223;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;3;6;2
10224;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;4;7;1.75
10225;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;5;8;1.5
10226;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;6;9;1.35
10227;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;7;10;1.2
10228;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;8;11;1.05
10229;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;9;12;0.95
1031;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;4;7;1.55
1031A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;1;3.3
1031B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;2;2.86
1031C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;3;2.53
10311;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;4;2.2
10312;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;2;5;1.95
10313;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;3;6;1.75
10314;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;4;7;1.55
10315;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;5;8;1.4
10316;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;6;9;1.25
10317;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;7;10;1.1
10318;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;8;11;1
10319;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;9;12;0.85
1032;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;4;7;0.15
1032A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;1;0.39
1032B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;2;0.338
1032C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;3;0.299
10321;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;4;0.26
10322;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;2;5;0.22
10323;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;3;6;0.18
10324;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;4;7;0.15
10325;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;5;8;0.11
10326;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;6;9;0.08
10327;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;7;10;0.06
10328;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;8;11;0.04
10329;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;9;12;0.03
1033;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;4;7;0.12
1033A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;1;1;0.27
1033B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;1;2;0.234
1033C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;1;3;0.207
10331;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;1;4;0.18
10332;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;2;5;0.16
10333;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;3;6;0.14
10334;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;4;7;0.12
10335;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;5;8;0.1
10336;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;6;9;0.08
10337;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;7;10;0.06
10338;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;8;11;0.04
10339;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;9;12;0.02
1034;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;4;7;0.03
1034A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;1;1;0.075
1034B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;1;2;0.065
1034C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;1;3;0.0575
10341;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;1;4;0.05
10342;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;2;5;0.04
10343;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;3;6;0.035
10344;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;4;7;0.03
10345;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;5;8;0.025
10346;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;6;9;0.02
10347;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;7;10;0.015
10348;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;8;11;0.01
10349;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPOS DE GOLF;9;12;0.005
1035;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;4;7;0.11
1035A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;1;1;0.255
1035B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;1;2;0.221
1035C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;1;3;0.1955
10351;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;1;4;0.17
10352;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;2;5;0.15
10353;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;3;6;0.13
10354;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;4;7;0.11
10355;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;5;8;0.09
10356;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;6;9;0.07
10357;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;7;10;0.05
10358;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;8;11;0.03
10359;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;JARDINERÍA;9;12;0.01
1036;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;4;7;0.2
1036A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;1;1;0.525
1036B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;1;2;0.455
1036C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;1;3;0.4025
10361;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;1;4;0.35
10362;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;2;5;0.3
10363;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;3;6;0.25
10364;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;4;7;0.2
10365;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;5;8;0.17
10366;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;6;9;0.15
10367;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;7;10;0.14
10368;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;8;11;0.12
10369;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;SILOS Y DEPÓSITOS PARA SÓLIDOS;9;12;0.1
1037;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;4;7;0.29
1037A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;1;1;0.555
1037B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;1;2;0.481
1037C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;1;3;0.4255
10371;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;1;4;0.37
10372;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;2;5;0.34
10373;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;3;6;0.31
10374;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;4;7;0.29
10375;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;5;8;0.25
10376;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;6;9;0.23
10377;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;7;10;0.2
10378;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;8;11;0.17
10379;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS LÍQUIDOS;9;12;0.15
1038;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;4;7;0.4
1038A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;1;1;1.2
1038B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;1;2;1.04
1038C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;1;3;0.92
10381;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;1;4;0.8
10382;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;2;5;0.65
10383;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;3;6;0.5
10384;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;4;7;0.4
10385;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;5;8;0.37
10386;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;6;9;0.35
10387;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;7;10;0.31
10388;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;8;11;0.27
10389;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS GASES;9;12;0.25
1039;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;4;7;0.4
1039A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;1;1;1.2
1039B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;1;2;1.04
1039C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;1;3;0.92
10391;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;1;4;0.8
10392;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;2;5;0.65
10393;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;3;6;0.5
10394;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;4;7;0.4
10395;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;5;8;0.37
10396;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;6;9;0.35
10397;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;7;10;0.31
10398;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;8;11;0.27
10399;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;DEPÓSITOS;9;12;0.25
00000;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;4;7;0.15
00001;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;1;4;0.26
00002;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;2;5;0.22
00003;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;3;6;0.18
00004;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;4;7;0.15
00005;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;5;8;0.11
00006;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;6;9;0.08
00007;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;7;10;0.06
00008;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;8;11;0.04
00009;URB-SIN EDIF;URB-SIN EDIF;URB-SIN EDIF;9;12;0.03
0013;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;4;7;0.53
0013A;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;1;1;1.2
0013B;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;1;2;1.04
0013C;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;1;3;0.92
00131;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;1;4;0.8
00132;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;2;5;0.7
00133;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;3;6;0.62
00134;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;4;7;0.53
00135;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;5;8;0.46
00136;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;6;9;0.4
00137;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;7;10;0.3
00138;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;8;11;0.26
00139;RESIDENCIAL;PLURIFAMILIAR;GARAJE TRASTERO LOCAL EN ESTRUCTURA;9;12;0.2
CGOLF;SINGULAR;SINGULAR;CAMPO DE GOLF;4;7;0.025
CMPNG;SINGULAR;SINGULAR;CAMPING;4;7;0.1
PDEPO;SINGULAR;SINGULAR;PUERTO DEPORTIVO;1;4;2.2
PCOME;SINGULAR;SINGULAR;PUERTO COMERCIAL;1;4;2.2
PRESA;SINGULAR;SINGULAR;PRESA;0;0;0
CENTH;SINGULAR;SINGULAR;CENTRAL HIDROELÉCTRICA;0;0;0
AEROD;SINGULAR;SINGULAR;AERÓDROMO;1;4;2.2
HELIP;SINGULAR;SINGULAR;HELIPUERTO;1;4;2.2
HANG;SINGULAR;SINGULAR;AERÓDROMO;1;4;2.2
SINGU;SINGULAR;SINGULAR;SINGULAR;0;0;0
ANTEN;INSTALACION;INSTALACION;ANTENA;0;0;0
5623;ESPECTÁCULOS;CINES Y TEATROS;TEATROS;3;6;2.15
PABRI;INDUSTRIAL;INDUSTRIAL;INDUSTRIAL;0;0;0
