refcat_parcel,refcat_inmueble,nombre_via,num_1,num_2,km,dir_bi,cp_aprox,m2_bi
4243224UG4944S,4243224UG4944S0002KF,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 0  Pt: 0,14002,61
4243224UG4944S,4243224UG4944S0003LG,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 1  Pt: 1,14002,56
4243224UG4944S,4243224UG4944S0004BH,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 1  Pt: 1,14002,55
4243224UG4944S,4243224UG4944S0005ZJ,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 1  Pt: 1,14002,55
4243224UG4944S,4243224UG4944S0006XK,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 2  Pt: 2,14002,56
4243224UG4944S,4243224UG4944S0007ML,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 2  Pt: 2,14002,55
4243224UG4944S,4243224UG4944S0008QB,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 2  Pt: 2,14002,55
4243224UG4944S,4243224UG4944S1001GA,PS RIBERA,19  ,0  ,0,Blq:   Esc: 1  Pl: 0  Pt: 0,14002,85
4647802UG4944N,4647802UG4944N0001MT,CL RONDA DE ANDUJAR,6  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,128
4143809UG4944S,4143809UG4944S0001FD,CL BADANAS,13  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,655
3248809UG4934N,3248809UG4934N0001KQ,CL MENENDEZ Y PELAYO,8  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14008,460
3046690UG4934N,3046690UG4934N0001LQ,PS DE LA VICTORIA,0  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,00000,1452
3240516UG4934S,3240516UG4934S0001WO,PZ MAIMONIDES,3  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14004,7960
3439411UG4933N,3439411UG4933N0001HU,CJ SALMOREJO CORDOBES,2  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,224
3441539UG4934S,3441539UG4934S0001YO,CL CONDE Y LUQUE,7  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,482
3642702UG4934S,3642702UG4934S0001RO,CL REY HEREDIA,12  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,417
3642714UG4934S,3642714UG4934S0001HO,CL MARTINEZ RUCKER,17  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,248
3639414UG4933N,3639414UG4933N0001RU,CL CORREGIDOR LUIS CERDA,79  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,880
5754203UG4955S,5754203UG4955S0001PA,AV LIBIA,1  3,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14010,431
2455903UG4925N,2455903UG4925N0001TF,CL ALFONSO VII,2  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14011,145
3060502UG4936S,3060502UG4936S0001SB,AV BRILLANTE,11  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14006,701
000900100UG39F,000900100UG39F0001OD,CR TRASSIERRA,0  ,0  ,3,Blq:   Esc: T  Pl: OD  Pt: OD,00000,2976
3356701UG4935N,3356701UG4935N0164UB,AV DE LA LIBERTAD,0  ,0  ,0,Blq:   Esc: 01  Pl: 00  Pt: 00,00000,178
3356701UG4935N,3356701UG4935N0173DE,AV DE LA LIBERTAD,0  ,0  ,0,Blq:   Esc: 02  Pl: 00  Pt: 00,00000,162
5975003UG5757N,5975003UG5757N0001GH,CR GRANADA,6  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14820,1024
2172805UG4927S,2172805UG4927S0001YP,AV ARRUZAFA,46  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14012,1234
5683101UG4958S,5683101UG4958S0001RH,UR COLINA,115  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14014,2553
3673311UG4937S,3673311UG4937S0001FF,CL ACADEMICO SARAZA,4  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14012,92
3338414UG4933N,3338414UG4933N0001MU,CL SAN BASILIO,1  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14004,248
5053730UG4955S,5053730UG4955S0002FS,AV VIÑUELA,5  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14010,248
4852507UG4945S,4852507UG4945S0004UP,PZ CRISTO DE GRACIA,7  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14002,227
3849619UG4934N,3849619UG4934N0001UQ,CL ALFAROS,31  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14001,110
4042526UG4944S,4042526UG4944S0001SD,CL LINEROS,6  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,263
3943812UG4934S,3943812UG4934S0001YO,CL SAN FRANCISCO,6  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,544
3942601UG4934S,3942601UG4934S0001DO,PZ POTRO,14  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,174
4143824UG4944S,4143824UG4944S0001ED,CL LINEROS,36  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,526
3247113UG4934N,3247113UG4934N0001JQ,CL EDUARDO DATO,7  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,3154
3844101UG4934S,3844101UG4934S0001AO,PZ SENECA,4  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,707
3441702UG4934S,3441702UG4934S0001GO,CL MANRIQUEZ,1  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14003,1105
3642708UG4934S,3642708UG4934S0001SO,CL OSIO,10  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,1208
3342514UG4934S,3342514UG4934S0001OO,CL DEANES,6  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,468
6254816UG4965S,6254816UG4965S0001HG,CL ACERA ARROYO,6  Z,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14014,67
6254816UG4965S,6254816UG4965S0002JH,CL ACERA ARROYO,6  Z,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14014,67
4130418UG4943S,4130418UG4943S0001WL,CL DOBLE CEPA,37  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14009,160
3098822UG5939N,3098822UG5939N0001LY,CR MADRID NACIONAL IV,120  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14610,1358
001100100UH40D,001100100UH40D0001RS,DS SIERRA,0  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,00000,400
3225504UG4932N,3225504UG4932N0001FD,AV DE CADIZ,60  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14013,3764
6835901UG3963N,6835901UG3963N0001YU,CR PALMA DEL RIO,19  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14005,959
4882103UG4948S,4882103UG4948S0001AS,DS TORREBLANCA LA PONDEROSA,60  B,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14014,757
3238112UG4933N,3238112UG4933N0001QU,CL SAN BASILIO,19  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14004,366
3960402UG4936S,3960402UG4936S0001TB,AV ALMOGAVARES,36  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14006,43
3960402UG4936S,3960402UG4936S0002YZ,AV ALMOGAVARES,36  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14006,30
5355620UG4955N,5355620UG4955N0001QE,AV RABANALES,22  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14007,48
4356907UG4945N,4356907UG4945N0003DQ,AV OLLERIAS,45  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14001,876
4147345UG4944N,4147345UG4944N0002QY,CL RODRIGUEZ MARIN,5  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14002,458
4046875UG4944N,4046875UG4944N0001TT,CL FERNANDO COLON,5  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,868
3946202UG4934N,3946202UG4934N0001EQ,CL FERNANDO COLON,4  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,429
3944268UG4934S,3944268UG4934S0043KH,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0044LJ,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0045BK,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0046ZL,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0047XB,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0048MZ,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0049QX,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0050XB,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0051MZ,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0052QX,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0053WM,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,32
3944268UG4934S,3944268UG4934S0054EQ,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,30
3944268UG4934S,3944268UG4934S0055RW,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,32
3944268UG4934S,3944268UG4934S0056TE,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,36
3944268UG4934S,3944268UG4934S0057YR,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,35
3944268UG4934S,3944268UG4934S0058UT,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,29
3944268UG4934S,3944268UG4934S0059IY,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: SM  Pt: SM,14003,31
3944268UG4934S,3944268UG4934S0060YR,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0061UT,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0062IY,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0063OU,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0064PI,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0065AO,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0066SP,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0067DA,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0068FS,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0069GD,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0070DA,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,32
3944268UG4934S,3944268UG4934S0071FS,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,30
3944268UG4934S,3944268UG4934S0072GD,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,32
3944268UG4934S,3944268UG4934S0073HF,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,30
3944268UG4934S,3944268UG4934S0074JG,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,30
3944268UG4934S,3944268UG4934S0075KH,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,29
3944268UG4934S,3944268UG4934S0076LJ,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,29
3944268UG4934S,3944268UG4934S0077BK,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 01  Pt: 01,14003,31
3944268UG4934S,3944268UG4934S0078ZL,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,33
3944268UG4934S,3944268UG4934S0079XB,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0080BK,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0081ZL,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0082XB,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0083MZ,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0084QX,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0085WM,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0086EQ,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0087RW,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0088TE,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0089YR,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3944268UG4934S,3944268UG4934S0090RW,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,32
3944268UG4934S,3944268UG4934S0091TE,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,30
3944268UG4934S,3944268UG4934S0092YR,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,32
3944268UG4934S,3944268UG4934S0093UT,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,30
3944268UG4934S,3944268UG4934S0094IY,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,30
3944268UG4934S,3944268UG4934S0095OU,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,30
3944268UG4934S,3944268UG4934S0096PI,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,42
3944268UG4934S,3944268UG4934S0097AO,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,29
3944268UG4934S,3944268UG4934S0098SP,CL MAESE LUIS,20  ,0  ,0,Blq:   Esc: E  Pl: 02  Pt: 02,14003,31
3747501UG4934N,3747501UG4934N0001RQ,CL GARCIA LOVERA,1  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,2925
3646203UG4934N,3646203UG4934N0001DQ,PZ TENDILLAS,3  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14002,2987
3245418UG4934N,3245418UG4934N0001KQ,CL EDUARDO DATO,15  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,1454
3342573UG4934S,3342573UG4934S0001PO,CL ROMERO,6  Z,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,156
3643125UG4934S,3643125UG4934S0003WA,CL VELAZQUEZ BOSCO,5  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,433
3439410UG4933N,3439410UG4933N0001UU,PZ CAMPO SANTOS MARTIRES,1  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,504
3742809UG4934S,3742809UG4934S0001JO,CL OSIO,5  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14003,413
5245103UG4954N,5245103UG4954N0001HO,CL FRANCISCO PIZARRO,4  1,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14010,92
4324809UG4942S,4324809UG4942S0001WW,CL ALFONSO ONCENO,6  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14009,93
3223501UG4932S,3223501UG4932S0001MZ,CL LIBERTADOR JOAQ J D SILVA,38  ,0  ,0,Blq:   Esc: 01  Pl: 00  Pt: 00,14013,4384
1956201UG4915N,1956201UG4915N0073IG,CL ISLA MENORCA,2  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14005,103
7260301UG4976S,7260301UG4976S0001ID,CR MADRID NACIONAL IV,398  ,0  ,398,Blq: KM  Esc: T  Pl: OD  Pt: OD,14610,11244
14900A03300033,14900A033000330001GW,CR GRANADA,0  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14009,5836
9142412UG3994S,9142412UG3994S0001SZ,CR PALMA DEL RIO,8  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14005,196
14900A01500011,14900A015000110001GM, ,0  ,0  ,0,Blq:   Esc:   Pl:   Pt: ,14001,384
4777303UH4047N,4777303UH4047N0001JE,CR GRANADA BADAJOZ,30  H,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14350,163
4369102UG3946N,4369102UG3946N0001UR,UR CRUCE,2  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,00000,951
3251908UG4935S,3251908UG4935S0001DE,AV CERVANTES,14  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14008,1264
2237404UG4923N,2237404UG4923N0001LE,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,25
2237404UG4923N,2237404UG4923N0002BR,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,20
2237404UG4923N,2237404UG4923N0003ZT,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,24
2237404UG4923N,2237404UG4923N0004XY,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,20
2237404UG4923N,2237404UG4923N0005MU,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0006QI,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0007WO,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,20
2237404UG4923N,2237404UG4923N0008EP,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,20
2237404UG4923N,2237404UG4923N0009RA,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0010WO,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0011EP,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
9709601UH3090N,9709601UH3090N0001WU,CR VILLAVICIOSA SIETE FINCAS,2  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14012,3245
